"TCGA-E9-A1N6" "TCGA-E9-A1N8" "TCGA-E9-A1N9" "TCGA-E9-A1NA" "TCGA-E9-A1ND" "TCGA-E9-A1NE" "TCGA-E9-A1NF" "TCGA-E9-A1NG" "TCGA-E9-A1NH" "TCGA-E9-A1NI" "TCGA-E9-A1QZ" "TCGA-E9-A1R0" "TCGA-E9-A1R2" "TCGA-E9-A1R3" "TCGA-E9-A1R4" "TCGA-E9-A1R5" "TCGA-E9-A1R6" "TCGA-E9-A1R7" "TCGA-E9-A1RB" "TCGA-E9-A1RC"
"6574" 5415 7499 6561 7335 6040 14332 6803 14581 9261 6134 6613 15297 6622 7612 11692 9538 7456 8868 7073 10371
"6575" 3049 1364 26290 3963 3446 3547 3303 6020 4285 2805 3012 3398 14810 5515 6369 3103 4111 3713 4986 16274
"387775" 3 4 13 3 1 29 11 0 11 51 2 46 2 8 2 4 14 18 14 10
"55867" 8 20 36 12 41 82 19 13 24 20 44 34 59 23 43 45 34 20 17 39
"9389" 7 4 10 1 10 1 8 0 4 4 0 2 8 4 12 0 9 5 0 2
"55356" 249 358 183 1616 175 381 651 1113 770 436 782 616 316 1543 818 1312 781 1999 432 818
"85413" 8 81 15 7 10 16 8 9 3 3 17 2 7 8 2 18 0 8 33 7
"51310" 632 462 1873 1446 1087 804 1737 1806 2683 1176 1520 2369 4468 2228 3096 2028 1029 3032 334 2517
"5003" 19 20 10 56 64 48 118 90 317 133 105 163 44 174 230 77 50 96 191 136
"5002" 332 548 145 761 1404 1885 2147 1125 2452 5775 889 3630 1180 3148 3790 3056 1404 1487 1302 1673
"6580" 11 17 9 5 20 19 47 4 13 18 8 8 14 20 26 4 17 10 5 13
"440044" 290 601 870 578 803 463 406 237 575 473 217 462 723 439 932 548 805 543 418 517
"63027" 1367 2851 3997 628 2711 5269 1763 2145 5982 3615 2809 1058 6935 3232 5471 3828 3874 2584 3721 6836
"387601" 12 26 41 28 16 76 35 24 41 79 35 46 50 41 48 51 32 61 33 73
"6581" 58 54 78 36 16 416 72 53 37 77 443 363 131 99 178 139 52 42 113 168
"6583" 217 82 172 150 422 736 253 217 1015 265 522 457 175 472 1233 1366 426 561 163 272
"6584" 1290 463 2437 1216 1458 3226 1439 1572 4839 2780 3887 4321 1458 1816 4974 7463 6853 7458 2887 2703
"114571" 19 15 10 10 15 35 26 16 26 20 17 21 27 22 34 35 78 24 26 41
"9963" 27 7 187 7 492 126 23 62 11 164 173 35 655 33 355 134 49 1137 28 462
"9962" 1585 2654 1638 4462 6533 3100 1376 2068 2872 1566 2288 3392 3534 2637 2220 8152 1512 5319 2966 9263
"151295" 26 69 17 72 11 40 59 28 60 22 27 30 49 26 53 20 76 12 34 29
"9187" 609 1357 1004 2252 573 2039 1489 1587 2299 2931 2123 3711 1710 2486 2337 4531 2097 3407 1353 3560
"25769" 116 15 143 251 24 109 281 252 431 141 40 126 123 243 57 526 51 173 37 174
"57419" 1700 1699 1823 6273 9034 1718 1862 3132 837 3182 5532 1008 2815 1120 7761 17786 477 438 902 4836
"123041" 14 7 13 44 31 57 18 23 24 8 55 16 25 29 55 20 7 19 12 6
"283652" 76 54 145 75 50 133 61 100 125 104 115 54 187 10 142 310 106 202 184 226
"1468" 4973 3889 5670 3520 7365 6186 5331 3162 4972 10679 3926 3750 7207 2500 5670 8377 9042 6202 7445 3017
"8402" 2376 2417 3620 3873 4700 2960 3074 4168 4464 6023 3596 3791 3551 4446 4507 7059 4892 3473 4152 4316
"8604" 947 1836 4264 2060 2480 2375 2196 2565 3547 1378 2172 5596 2159 2895 2574 5013 1960 2243 3526 4510
"10165" 1096 2883 4193 2331 5883 2552 2140 2661 2200 2273 2291 1343 1760 1499 1762 5169 1848 3262 4913 3887
"9016" 607 365 675 700 566 690 632 714 988 1070 992 707 923 964 1038 1075 986 946 1110 1328
"10166" 1123 1317 3880 884 1965 1772 1515 1278 1906 1808 1492 2165 1609 2714 2043 2939 2525 6275 2916 1619
"8034" 651 482 1319 881 790 910 881 1794 2210 1570 965 1039 1091 1031 1368 2592 1351 999 1475 4420
"10478" 2966 1151 2865 2595 1971 3817 1825 1983 2900 2605 4254 5332 3181 2523 1260 4185 3634 13054 3525 3299
"83733" 64 27 73 21 27 353 103 35 69 296 119 138 724 87 155 143 34 117 919 104
"60386" 414 1070 1007 1877 2185 1235 883 886 579 1346 816 814 1678 889 1414 1923 1230 1507 1848 609
"6576" 6928 1731 3132 3676 5933 4847 6956 2659 3485 6752 5653 5106 8040 2139 8929 9319 3557 4860 6121 3784
"788" 1002 446 462 953 1068 1743 1104 1551 1785 3690 3421 1781 1760 2147 2274 5716 1956 4212 4881 3372
"89874" 70 79 137 244 12 19 71 55 297 89 18 525 10 65 163 119 12 61 69 63
"79751" 1911 3637 1247 1912 2647 3195 1541 1648 1918 2756 1992 1505 2932 1550 4706 1985 3685 2486 4501 1104
"79085" 1741 2661 4952 5895 9029 3766 5751 3346 6005 5482 3790 5468 9815 3948 9761 9275 8326 9788 9480 4980
"29957" 4706 3516 5796 6400 4638 16348 3952 8101 9435 3139 8094 13583 4480 8388 11165 7796 6519 14529 7007 5665
"114789" 1196 1224 3826 1314 1471 3763 1567 1246 2006 1505 3018 3640 2684 1667 3236 2000 3125 2671 6222 3680
"115286" 713 1216 1390 885 1708 1147 1258 1688 2336 1607 2085 2049 1302 1827 1477 2600 1501 1828 2047 2637
"9481" 41 447 175 43 345 358 92 112 110 117 214 165 444 63 204 108 110 36 360 804
"81894" 948 1151 1956 2337 3294 1723 2146 1388 2448 2327 2294 1933 1596 1223 2509 2533 2173 1023 2416 1519
"123096" 931 2907 2217 2899 2320 1717 1691 1796 3863 4947 1173 2175 2841 3568 3181 1670 1824 1958 1045 3233
"253512" 1173 1202 2172 1551 1921 2988 1472 2598 1783 1150 2093 3716 1420 5281 3374 2398 2185 4772 1469 824
"81034" 2148 2555 3010 2435 2094 4155 3241 2637 2006 2630 2809 2140 3782 3268 4442 4517 5040 4684 5918 3902
"84275" 984 2197 2594 1027 949 1393 1791 893 828 1632 2061 1040 1472 1103 1257 1350 1360 4630 3042 1346
"284723" 83 103 147 140 126 203 173 106 226 167 164 167 369 169 284 219 156 154 172 223
"399512" 254 268 264 259 537 486 448 708 1003 1282 582 955 732 954 2092 1721 966 1578 612 991
"55186" 3254 6348 5955 4902 4814 7369 6337 5194 8741 4362 5163 6852 6110 6231 5140 6824 3560 9842 10435 9475
"51312" 654 2016 875 1766 9722 2490 1691 1637 2762 922 1144 1548 1250 2555 1757 2161 1215 920 4531 7840
"54977" 1949 1322 1204 2502 2960 2579 2475 2676 3645 3523 3503 3950 1959 3109 3781 5423 5338 4198 2207 4149
"51629" 5616 6008 13736 6674 11199 7909 8183 6174 8182 17552 10003 9075 23486 5447 17297 13354 18914 19155 11161 8476
"5250" 21108 18416 26710 30036 21394 22235 27092 19923 21954 30480 31603 28632 25407 23154 24163 32671 30885 35350 43531 30582
"55972" 491 628 1323 737 712 1414 538 781 795 628 999 872 723 572 618 1198 506 2126 1131 2026
"284427" 12 42 49 44 72 34 34 22 29 38 20 25 141 22 60 50 73 77 28 30
"284439" 385 691 502 793 1428 813 1025 699 1104 1248 934 1163 1062 654 1324 1429 1343 1606 492 1225
"203427" 1523 993 2262 4981 2950 3469 2336 2723 2497 2521 2604 1611 2897 1838 2468 4536 2263 4897 4185 2470
"9673" 5077 2233 4480 4871 6173 4553 2324 3475 6864 4531 6089 3753 6449 6400 7836 14074 3263 6158 8339 10050
"283130" 186 603 503 814 477 598 1207 610 1187 748 938 917 800 644 1422 1299 1212 430 576 621
"91137" 1736 1316 2442 2365 1421 2983 1949 3315 2946 2398 2582 2323 2495 4068 4616 7689 3126 6782 2123 6938
"291" 1733 910 3741 4778 2463 1465 1010 2459 1919 2489 2073 729 2710 644 2700 4588 4688 4951 2233 3453
"292" 16763 15845 27105 28886 34373 17793 14064 15284 16759 19512 17878 18997 16078 18655 16333 28457 15419 23711 58944 24136
"293" 12689 77048 43484 39772 47020 18399 44514 14583 26098 33358 13444 33622 18578 24564 45661 17300 33744 15844 16695 15866
"65012" 81 114 140 561 76 157 127 105 169 142 222 30 649 95 68 164 177 225 62 82
"284129" 968 674 1971 2249 1479 2240 1016 1395 1635 2383 2053 1453 4580 1131 1723 3979 2387 2478 855 2014
"10861" 89 150 174 293 204 164 652 74 218 630 106 321 456 118 764 464 906 504 80 369
"1836" 1589 8066 3471 4917 2117 4022 4744 5782 4922 2115 2817 2676 3722 4490 3092 5870 1808 5298 2209 2876
"1811" 29 1 265 32 0 30 108 4 5 20 305 346 43 6 2 4 14 3 449 4
"5172" 188 179 341 186 2132 639 302 230 316 253 399 216 339 221 390 435 321 604 369 364
"375611" 2 26 8 63 9 21 64 23 23 12 23 6 17 48 115 0 0 24 21 62
"65010" 1226 193 368 672 920 441 663 790 943 1573 666 387 752 754 1174 1349 1006 714 1840 757
"115111" 34 8 40 32 10 122 28 31 133 23 56 133 75 8 25 37 14 103 15 12
"116369" 61 91 122 71 76 118 121 59 150 116 125 104 153 138 210 188 98 170 152 209
"115019" 4 10 4 5 223 4 0 10 0 3 20 4 12 7 4 0 0 0 29 10
"376497" 1198 2153 2471 2875 3293 2630 2571 2569 3573 2913 2422 3900 4211 2429 4317 3201 3556 5236 2520 4010
"11001" 286 46 337 293 328 257 1170 120 6261 2018 117 3068 2065 1584 871 786 4963 7394 1073 11988
"11000" 1136 193 1070 2010 922 1845 1615 2471 1760 920 4000 1770 3370 1978 4069 4062 1637 6038 2239 798
"10999" 2092 1404 4768 2473 3399 4879 2716 3133 3920 2325 1992 3814 6273 2205 5379 3926 5633 5182 4460 1174
"10998" 144 325 190 984 210 158 382 381 348 584 276 589 1020 298 705 590 834 224 337 384
"28965" 17 505 153 105 12 530 3 9 133 2 185 5759 78 65 1001 2 142 759 19 7
"9154" 6 19 2 47 157 7 59 10 7 17 23 35 18 8 23 13 24 16 45 151
"9153" 25 44 52 36 67 78 42 37 80 48 66 75 85 43 99 105 74 74 74 97
"64078" 14 308 227 76 1153 294 18 953 74 14 314 51 31 1580 33 38 8 4 48 288
"2030" 3563 8056 14132 4403 2250 10436 6289 7892 9240 8527 16093 13854 8931 8466 15857 17023 11296 27741 6567 7399
"3177" 176 1963 1199 1395 1605 840 934 576 652 1093 469 1063 1964 269 3159 1131 1152 56 2897 780
"55315" 1365 884 2283 2687 1405 2226 1403 2605 2454 1552 1528 6670 3026 2320 6337 15031 2705 5252 1885 1063
"222962" 1089 812 2512 462 1253 253 210 210 444 318 589 781 747 141 379 406 76 903 86 231
"81031" 2138 1508 8337 4292 2446 4593 6378 10110 6966 4022 3994 7503 9354 5113 13082 14901 5995 11460 2976 7241
"66035" 781 632 527 448 913 739 806 673 774 650 608 1178 1809 787 1890 1313 651 1235 447 824
"154091" 133 1265 386 153 861 623 484 426 278 304 339 240 457 533 66 567 72 409 334 83
"114134" 832 450 1120 995 750 1241 816 822 991 510 405 963 488 846 1241 873 296 2333 1934 940
"144195" 1045 384 195 90 366 1188 218 361 190 169 247 109 78 173 106 131 62 165 179 153
"6513" 4194 21109 18897 6966 24214 9752 6452 14220 4856 12122 2741 10223 7959 6824 12978 4488 15398 36459 10149 12923
"6515" 2156 3940 2811 1596 3442 8184 3286 8026 2830 2675 5930 1793 1400 3417 2113 2032 906 901 1982 2950
"56731" 5003 2331 8091 3430 7569 6484 5922 2817 7217 10528 5046 5441 10082 2073 5929 4977 5706 6120 6819 6015
"6517" 62 88 161 72 174 148 110 99 173 159 496 613 320 230 422 201 102 167 219 586
"6518" 211 408 58 642 3248 159 469 1601 185 284 206 77 122 667 866 171 215 25 561 617
"11182" 506 361 179 210 1484 429 358 457 382 514 336 255 430 494 2217 567 163 605 2383 228
"29988" 989 611 1508 760 2027 1110 1029 900 1862 1051 576 2333 2560 860 1887 1492 1564 1725 2193 889
"56606" 145 255 462 292 583 384 232 477 660 186 171 490 224 300 463 281 79 309 230 87
"7779" 957 970 1682 2952 736 2751 1002 2267 2032 2452 2803 2366 2602 3189 2911 3145 932 10334 9180 4023
"7780" 9 10 712 3 51 164 30 7 12 34 155 11 4 179 1893 340 57 1 4 81
"7781" 25 20 88 45 106 23 8 8 8 17 7 8 20 12 29 7 6 11 3 11
"7782" 237 283 752 417 92 1084 552 831 411 200 237 480 608 517 552 393 388 942 195 365
"64924" 4476 4706 7721 8120 4831 8327 4403 6558 6494 5872 7569 6301 6634 9838 9735 13286 7383 20957 7112 10770
"55676" 984 2560 2666 2052 1681 3081 1073 1899 1791 1240 1490 1752 1808 2105 2545 3341 1301 5614 2385 2362
"148867" 2369 2779 4702 3218 5587 6354 3865 6683 4642 2714 4013 4008 3135 5336 5343 4971 2720 5259 5659 3705
"169026" 1083 22 42 1260 25 43132 66 86 146 153 15583 51 68 10033 12547 51 36 199356 3547 51
"10463" 4918 3860 14787 4475 5164 10060 3352 7225 6074 6560 8878 6707 9421 7998 8046 16379 9186 9146 6944 16778
"1317" 5430 6102 24766 5019 16801 6430 4247 6272 9903 4114 4919 5005 6269 6088 11187 11039 4785 13707 9457 10166
"1318" 1626 566 2093 2171 6218 2906 2599 3959 4192 2023 2646 1418 3450 3207 8107 1729 555 6472 976 1379
"9197" 2067 3565 3938 5852 2923 2380 3211 2753 4526 2974 3570 2299 2563 2765 3641 6000 2911 7115 5495 5657
"6569" 5 1 8 12 12 3 29 9 6 8 8 17 5 1 11 6 5 11 11 12
"10568" 643 2488 1173 17 86707 1612 19 34 2901 792 1300 664 5514 6567 219 14 3 189 21148 4884
"142680" 5 2 2 132 46 23 145 10 60 25 6 51 104 36 115 41 60 43 35 107
"10559" 1353 1791 3133 1761 1855 3112 1634 4777 4902 4117 2663 2083 3094 4590 5479 7319 2715 10665 2736 4729
"7355" 3261 4726 6147 3874 6720 4181 2862 3458 4465 6721 3972 4126 5011 6753 7493 5728 6433 9022 7097 4888
"23443" 1384 1282 3957 1461 1923 4564 1490 3303 1385 1505 1636 1571 1000 2247 4119 2341 2035 4611 1871 2931
"113829" 4812 3086 7872 8128 9867 8146 7261 6719 9649 9222 8343 8759 10608 8383 12200 14173 11357 8841 5950 14853
"55032" 1408 2812 3788 2344 4117 4347 2911 3718 2790 2940 2304 3204 2458 4091 3001 3935 1749 7093 3117 2926
"10237" 1707 2190 6136 3594 5695 5659 4087 3185 2925 5167 6102 3355 7180 4105 5321 6614 5290 6592 5028 3557
"347734" 3501 8527 11868 3828 7062 3688 3877 5795 5757 6763 4620 5515 9057 5764 7270 8095 4547 7621 5979 6092
"51000" 1781 2569 3250 3015 1844 3982 2027 2511 3148 2253 2772 2467 1403 3642 2950 6777 1291 5917 1992 2644
"84912" 1201 1476 1941 1436 2855 1985 1282 1856 2671 1121 1714 1230 1476 1622 1868 3018 897 1423 2354 1098
"55343" 1610 2763 1582 1697 9153 2270 2482 2391 2123 2069 2000 2118 3422 2839 10888 3235 1546 3436 4097 2270
"51006" 2439 3845 3290 4025 4470 4821 4949 3499 4548 5162 3611 3808 11191 3556 5995 6218 4514 4603 4766 5936
"23169" 2889 1549 3410 5649 3289 3272 2054 3584 3170 2309 3841 3260 3502 3865 4016 5974 5678 6653 4593 3293
"11046" 912 1341 1856 2066 1864 2779 1506 1719 2267 1537 1823 2046 2828 2207 2634 3116 1277 2191 1263 2396
"340146" 131 7 6 4 0 0 14 120 43 39 0 7 8 6 0 48 8 0 0 44
"79939" 5506 17619 21989 21410 12576 12948 7249 6752 9119 7781 7872 16483 13879 9740 19382 18782 19195 44774 11540 11920
"9906" 7017 5873 19309 8280 5958 13356 5118 3773 11260 7993 9910 15051 24138 5511 18797 6275 14650 45722 16765 6989
"55508" 521 1019 1488 1626 881 2342 947 958 1255 2025 2331 1806 1720 1613 1701 2180 2277 3403 1095 2843
"339665" 292 133 409 232 420 304 251 345 347 310 378 201 460 201 883 294 240 168 218 162
"222553" 126 1658 223 98 139 206 209 192 278 256 182 217 203 146 226 236 167 199 205 285
"54733" 448 1547 2403 995 4971 1285 698 1678 1516 641 837 1149 2036 1862 1271 2851 1969 2075 3141 995
"148641" 674 3148 347 10 25 215 326 136 50 6 154 71 444 70 15 1733 765 22 1025 207
"341880" 2 0 2 0 30 3 14 1 2 4 5 2 10 6 1 3 2 5 2 1
"80255" 3038 3125 5499 5676 4675 5864 4280 5248 6112 2430 3099 4456 3359 5975 7039 9522 3345 8920 3116 9968
"206358" 1413 714 1686 2767 2903 1647 1619 1825 2503 1351 1079 1212 1267 3271 2785 3037 1232 2699 1770 1718
"153201" 133 195 222 160 230 306 234 158 274 223 302 248 339 219 416 397 260 363 354 347
"285641" 40 84 69 55 62 91 68 55 111 89 88 105 137 91 149 115 93 137 138 154
"120103" 536 3837 818 998 1116 882 686 803 572 506 602 395 676 486 722 753 495 1355 1821 807
"54020" 2526 609 5077 2013 2370 2465 2957 1661 3506 2062 1610 1115 4411 2646 3046 3529 2304 7643 1828 3063
"219855" 6337 389 780 4033 2542 2256 1231 1571 5783 1854 1029 1860 990 1810 8629 1379 1192 582 1704 1220
"84255" 1594 5576 6500 1878 3110 2928 2768 4165 2792 2539 3462 2853 2991 2926 2698 4165 1274 5355 4194 5303
"2542" 2172 1010 1683 1709 1853 2548 1628 1126 1830 1966 1734 2643 2936 2371 3334 4103 3015 1627 3764 3180
"124565" 5118 4836 8793 10142 9464 10182 15612 8945 11129 11517 5944 8508 11426 7375 13950 15880 10204 8125 3905 5190
"151258" 10 4 60 20 2 12 23 44 747 16 21 19 50 61 25 4161 19 31 6 6646
"81539" 19080 23149 64593 23731 6711 30749 29070 13821 28256 50559 46959 42050 16861 27824 56535 4733 101573 66753 49742 167114
"54407" 15761 15379 28715 21825 9472 17743 20342 20459 13291 15382 32980 32107 10090 17736 21864 15626 28107 15487 25408 33410
"10991" 80 165 210 56 1379 135 481 46 425 829 146 280 126 253 211 185 40 160 252 3318
"55089" 205 10 75 307 46 89 609 266 186 100 58 162 76 257 18 166 18 4 121 44
"92745" 743 239 248 1424 783 492 3212 2346 955 1298 306 430 314 775 472 2142 395 75 420 1571
"145389" 507 264 655 954 780 1025 1323 781 1114 1333 999 803 521 937 1423 1901 543 2424 719 1168
"55238" 799 821 1402 1550 2010 1197 1092 1054 1189 944 682 707 2654 1059 1872 1501 985 1611 857 1643
"153129" 416 544 865 2074 1089 1293 785 1175 1542 1330 931 785 992 1629 2501 3337 829 2036 691 881
"57181" 2769 4472 5223 7807 2107 6057 4163 4516 4794 2371 4209 3717 4653 6918 3957 15344 1413 15326 6558 4705
"201266" 4267 2708 18738 10650 6156 12008 4306 5194 5425 24120 5787 4655 11719 3308 16027 91453 6308 18801 11123 6646
"221074" 2 6 8 2 52 3 2 2 0 2 1 3 2 0 0 0 0 2 0 0
"91252" 2629 2442 2531 4161 3572 2398 5303 5367 5524 4333 2119 2431 4411 3439 5150 5335 4878 2421 2344 2880
"23516" 4808 8082 2849 10590 7569 6825 5621 12322 4956 3675 6006 6326 5413 10214 7774 6957 9999 7398 7972 15609
"27173" 9536 6039 11500 23523 17919 13338 9852 13081 20347 13728 11594 13619 16948 16985 19362 31753 7868 9289 22872 23105
"29986" 6 4 32 71 790 143 2 12 40 53 63 35 52 25 113 61 25 28 11 171
"29985" 1187 846 1775 3111 3504 1904 2024 1046 2340 2504 1099 2313 1720 1126 2538 2650 2362 3031 1117 924
"55630" 1349 930 4720 1847 1212 739 2069 850 869 2833 621 843 2343 1093 2319 2143 1297 1192 2420 2132
"283375" 3 11 6 6 6 4 7 6 13 7 2 0 13 9 19 3 11 7 4 12
"25800" 33329 11216 35682 1917066 7006 691676 17172 84337 82163 441708 551103 115841 236120 155298 90845 746113 21235 1083370 70804 323460
"7922" 12504 13760 31869 9848 29420 11143 12774 16823 20267 16981 8939 11411 15671 14249 23470 24120 14998 26902 11683 16299
"64116" 1865 872 2539 2381 8807 3036 1589 5593 1762 1437 3845 2338 1455 7765 53048 1799 4188 1084 10428 2008
"55334" 5096 6180 15259 9869 7586 11584 10990 10582 13943 18004 11430 19851 9259 17119 10828 23654 11955 20808 12075 27798
"6519" 225 388 615 436 286 540 446 424 485 473 337 479 563 585 815 834 455 1119 567 795
"6520" 12616 14787 9919 18324 19985 11850 13650 6902 14213 14100 12616 24769 21117 10679 15970 21393 32394 6516 13385 17133
"30061" 42914 3688 24517 19171 1704 28715 53358 31327 61618 14220 96513 56816 29915 38527 38814 10987 10356 10580 148789 88653
"254428" 704 1603 2169 1419 1729 3248 1383 2484 3963 3375 2842 1715 7687 4167 3183 11267 1172 24910 4626 3802
"84102" 1430 678 928 1266 2173 2118 1420 2082 1743 962 771 589 1695 2010 1927 1433 522 5439 1372 2402
"54946" 1912 5623 5228 4194 1927 2998 2637 2401 4268 3091 4463 2723 3195 3851 3053 2246 3506 4581 5237 3091
"8501" 462 380 512 1419 338 632 1295 2536 1105 1219 614 2879 1901 1765 1118 1739 1150 369 4557 320
"124935" 2096 1569 1732 2446 8390 1464 1395 1735 2703 3244 1682 4635 2727 2364 2806 1872 1106 946 3269 1586
"29015" 3705 6541 3487 3809 5653 4157 4675 6025 3012 3184 5976 2817 5915 4488 4654 2271 1468 2306 14917 4352
"23446" 10073 9003 10978 13526 12619 19852 16145 32188 27258 16401 14393 21841 15607 24198 18911 26642 11398 24287 25494 22028
"57153" 12275 40883 56658 34214 18719 27794 15179 15235 23831 15976 17537 20496 26326 16120 30647 25830 23734 28443 20713 19093
"126969" 542 573 1568 417 1871 681 904 1450 1131 499 1132 1597 209 1408 548 1580 718 1514 1153 772
"80736" 114 76 261 264 176 3811 3500 8777 15044 14537 10000 7252 2102 18562 21135 17072 6904 19515 8637 13144
"204962" 2134 459 286 249 795 118 57 198 746 670 422 35 207 203 631 249 20 274 644 152
"50651" 63 128 73 71 75 76 132 155 327 391 326 724 623 172 118 204 527 922 100 67
"51151" 5 22 4 15 10 13 22 0 21 15 4 11 10 17 10 11 9 0 7 4
"85414" 264 552 207 324 318 419 258 365 1697 543 543 750 1128 522 390 1769 165 693 198 257
"57210" 930 3390 3891 843 1234 1237 833 838 1328 1350 540 1004 4428 983 2703 542 1209 3387 1139 693
"113235" 2740 889 3834 4006 1790 2452 1100 1485 2391 1148 3489 3593 4800 2394 6314 24715 7706 15291 2679 5777
"57864" 35 6 26 117 88 21 47 101 52 17 38 13 64 149 100 59 26 128 214 44
"283537" 794 607 1484 1765 3366 2463 3325 4809 3610 2809 4419 1429 2584 6015 7845 2787 2545 8627 1435 5234
"55244" 213 108 514 818 499 284 231 305 266 164 375 1281 1475 386 623 833 1250 141 309 196
"146802" 2 3 11 4 6 13 12 6 11 57 12 30 17 20 12 16 26 4 8 102
"55652" 1613 1443 3605 2879 2730 2968 2954 2228 2555 2636 3280 5409 4761 2059 5280 2983 4049 2961 2865 2692
"57282" 1 80 3 71 32 97 9 13 2 139 113 116 11 2850 38 2 2 243 8 2
"83959" 249 829 198 111 3468 64 209 608 612 571 48 179 85 1203 1242 1239 229 1178 272 376
"22950" 1851 3345 2614 4071 3659 4096 2216 3882 3821 3805 3623 3230 4128 3918 3521 6489 2748 6772 3414 4282
"6521" 70 92 133 68 125 205 125 110 179 134 240 124 225 157 178 267 155 343 190 218
"6522" 4908 8003 8631 6465 7487 5515 4500 5240 4954 8470 7586 11264 17495 3757 11898 16294 7964 8753 10476 4752
"6508" 756 1436 1066 824 406 991 746 189 811 482 381 343 3517 291 744 305 1077 602 308 381
"8671" 49 59 18 36 72 223 86 365 3218 57 245 13984 47 39 91 38 42 111 317 175
"57835" 1514 1049 2230 1575 1170 1263 1568 903 1763 1431 1192 1682 1857 1005 2701 1355 1669 4242 2017 1881
"9497" 5836 3207 4369 19944 2464 19928 1678 6154 3798 6644 6364 2984 5768 3919 5566 5663 2352 15380 8534 33436
"9498" 592 698 2182 912 576 1653 594 2406 1532 924 824 2256 5956 880 9304 5524 1377 1065 4203 880
"125206" 48 116 139 89 113 79 79 60 69 102 65 46 173 115 123 220 230 164 62 80
"115584" 188 29 16 11 10 8 40 2 14 61 60 5 18 90 75 7 30 7 39 42
"159963" 205 7 30 6 9 13 12 11 11 5 4 8 5 27 6 3 8 6 1 15
"6523" 75 364 572 5 1487 893 1450 21 1076 224 638 151 125 1490 191 0 4 11279 864 478
"6524" 264 535 342 441 355 249 650 435 661 678 355 495 636 639 1335 911 907 797 329 1092
"6526" 4220 5094 7311 6355 2820 6598 6996 9367 3435 2823 2880 3550 6177 4300 4150 7069 2832 5671 5159 6212
"6527" 7 2 50 14 8 41 29 41 48 18 24 15 23 12 24 77 10 39 2 10
"6528" 91 123 146 92 160 286 128 117 171 344 212 142 254 177 238 237 189 236 950 252
"8884" 6505 8200 7655 16852 25381 12529 3455 5126 6748 7403 6086 5286 16441 4071 10005 8047 3959 3627 11823 4979
"60482" 6 0 0 0 0 62 60 0 7 13 7 2 10 1 0 63 96 2 0 32
"160728" 707 562 2 63 3 57 0 0 1059 0 6 95 194 819 208 803 0 0 523 10
"200010" 6 36 21 25 29 40 25 17 76 38 28 360 47 23 30 27 17 21 26 9
"386757" 40 40 1505 241 13 17 29 11 27 13 12 12 102 16 123 33 14 12 40 63
"6538" 29 912 534 882 310 160 84 53 98 77 101 87 632 73 122 153 116 1596 119 226
"6539" 51 22 76 295 362 288 113 214 86 115 65 72 290 298 351 79 358 152 290 43
"6540" 4 1 226 13 2 2 43 1 4 0 0 9 5 0 2 0 10 27 1 2
"11254" 5 1202 398 57 14446 799 22 647 102 63 537 87 89 337 81 47 15 39 782 97
"55117" 0 437 56 441 2 20 0 0 22 0 36 7 105 17 41 0 0 8 0 61
"28968" 65 113 543 9 20 74 26 14 64 29 104 81 80 24 96 10 5 6 165 142
"388662" 177 118 147 3117 1079 50 675 202 117 98 10 32 40 102 1393 58 54 769 42 105
"6529" 159 49 102 145 44 62 527 757 653 92 58 117 116 96 263 145 222 149 96 84
"54716" 390 122 122 246 127 235 277 82 236 168 194 133 236 824 257 280 130 2815 151 230
"6530" 0 13 0 1 416 15 0 2 8 3 38 30 7 13 2 1 0 0 2 0
"6531" 14 8 226 10 0 4 8 4 22 40 2 0 14 0 6 0 0 8 0 87
