"TCGA-A1-A0SB" "TCGA-A1-A0SD" "TCGA-A1-A0SE" "TCGA-A1-A0SF" "TCGA-A1-A0SG" "TCGA-A1-A0SH"
"83942" 8 1 20 5 20 12
"23617" 35 9 32 12 22 30
"81629" 141 68 205 65 70 43
"283629" 109 69 103 54 76 57
"83983" 39 76 155 72 85 144
"7264" 2761 6170 11457 6876 9617 12858
"100131187" 1305 4197 13367 4645 4369 4719
"158427" 2433 2445 3340 1077 1913 3343
"7263" 1021 914 2550 1864 2883 1917
"84630" 8 9 420 76 23 8
"146057" 872 889 1189 216 643 1284
"54970" 1199 902 1937 2309 1441 1319
"79573" 753 1509 1749 835 567 1987
"151613" 1910 3480 3115 1221 3047 3906
"158248" 2 28 193 140 73 6
"55761" 5735 8500 9571 4018 5723 9946
"54902" 5389 5668 5348 2952 5287 4941
"7265" 2918 3789 5550 2927 4010 3557
"199223" 366 392 663 238 713 561
"79809" 1494 2197 3532 1729 797 2312
"55001" 250 80 694 124 317 209
"153657" 71 76 160 180 89 50
"64927" 2111 1120 1639 668 896 2419
"164118" 0 6 4 5 9 2
"83538" 193 260 662 286 327 123
"79989" 535 907 1307 531 656 837
"55622" 2163 2610 3329 1344 2137 2662
"23331" 5351 3261 4995 1899 1844 6992
"83894" 4 1 74 16 14 18
"92104" 833 2143 4760 1296 2591 3965
"150737" 438 1314 2566 986 1394 1756
"64427" 1318 2385 3461 1500 2332 2303
"130502" 251 366 368 162 145 161
"23548" 1311 1695 1823 733 524 2037
"143941" 15 155 369 468 1680 93
"9652" 6789 9162 10796 4351 5124 14228
"55020" 1025 1568 3431 1505 1052 2502
"22996" 4288 7747 16856 16996 51581 14929
"158219" 254 721 1294 153 1405 570
"125488" 3802 2477 5646 972 3835 5117
"7267" 27799 27846 56390 23813 21089 54669
"7268" 1558 1380 3167 1803 2373 2285
"91875" 967 1016 1418 498 646 1085
"57217" 2417 2219 3336 1326 2409 4740
"145567" 930 1825 1501 576 757 1660
"123016" 1325 3423 4231 2106 3075 2971
"148014" 10 6 3 7 13 2
"283237" 758 1033 1390 787 1032 1449
"23508" 1594 6741 3918 2974 4544 2375
"7270" 1266 1729 2523 1141 1073 1753
"8458" 1219 1254 2745 2256 1184 2099
"7272" 553 720 917 530 545 559
"254173" 13 10 30 11 22 0
"158135" 373 336 473 235 200 495
"23170" 4449 3030 8328 9029 3498 8398
"440307" 1632 4935 4729 6555 2629 4427
"25809" 783 766 2800 1247 1009 1522
"83887" 16 13 29 15 7 14
"26140" 2367 2390 2504 1391 1696 2222
"9654" 5150 1461 3904 2176 788 1844
"23093" 2456 3368 5931 2077 1550 4899
"284076" 1 5 3 11 1 1
"79739" 362 745 387 91 43 424
"164395" 15 37 95 399 289 53
"150465" 1855 3406 5149 2423 2488 4913
"7273" 1448 1003 1164 324 981 1089
"79183" 1961 3019 3390 1648 2070 3717
"7274" 13 2 63 6 1 36
"64595" 33 33 40 45 21 27
"57348" 6401 246 1030 89 119 414
"94015" 566 798 787 489 332 809
"80727" 7031 5556 14959 4964 4780 16280
"7846" 24747 24980 69752 23725 19391 46550
"10376" 45754 45957 129947 60295 43792 90472
"84790" 9233 15301 33280 14508 13429 25978
"7278" 3 3 25 64 4 37
"113457" 17 47 913 2967 97 1361
"112714" 11 48 290 1024 85 175
"7277" 1944 1235 5600 2966 1774 1932
"80086" 8 17 49 30 119 8
"51807" 197 233 384 194 272 241
"79861" 93 132 196 137 39 83
"81027" 53 23 53 63 149 79
"7280" 2272 2885 3784 1789 778 6628
"347733" 3750 1007 1676 886 494 3573
"10381" 219 2203 1851 405 761 2968
"84617" 3283 4952 5208 2477 3675 10324
"347688" 38 78 113 48 77 20
"643224" 272 822 63 366 373 287
"203068" 85933 72063 172190 62083 42378 140893
"51174" 1113 1115 1340 616 662 1294
"51175" 803 700 577 461 245 750
"7283" 1939 3221 8059 4100 4023 5561
"27175" 982 1655 3372 1639 1193 2613
"10844" 4924 6741 9862 4468 4498 9695
"10426" 2210 2016 2794 1243 1247 2465
"27229" 1761 1775 3169 766 959 2333
"114791" 1473 1140 2083 656 1300 2003
"85378" 3168 1982 3999 2327 2240 3884
"7275" 3008 1514 2850 743 319 1694
"7284" 12821 12095 30967 15597 28584 18141
"7286" 2154 8493 11750 5272 3321 4079
"55000" 14747 20395 31534 14314 18511 30949
"7287" 28 3 22 1 22 7
"7288" 5 0 15 5 4 13
"7289" 1942 3076 5763 2017 1816 4651
"56995" 3995 13714 6558 3230 4224 4505
"286319" 1415 1445 2994 1330 1611 2853
"11334" 1101 2568 3948 1635 2718 2088
"7991" 6359 1979 14487 3690 1425 6669
"286753" 72 807 16 431 117 0
"64852" 1800 1205 2088 2070 2492 2370
"5756" 6720 17290 21681 11599 11531 17835
"11344" 2210 2689 6547 1933 2726 4900
"7291" 326 481 538 429 445 1392
"117581" 140 265 504 277 156 1158
"221830" 2315 7004 3072 1603 1097 2856
"57045" 4981 6121 8291 3678 6267 14614
"7294" 39 54 42 145 66 53
"200081" 8475 5871 17244 7338 8077 14969
"167838" 141 546 673 414 629 976
"55787" 949 762 2513 849 499 1210
"25828" 4744 3817 8575 5620 4952 8048
"51061" 2626 6020 7279 4223 5731 12821
"51060" 3393 4589 10516 7338 4826 9492
"79770" 3423 6533 8206 3636 3424 7671
"57544" 1649 2873 6579 2049 1354 3241
"84817" 1141 1880 2834 2273 2890 2349
"84203" 3 14 20 6 4 32
"81567" 21707 24960 40555 14823 13006 55700
"10190" 1829 3185 4206 2068 2180 3081
"10628" 30133 81879 76243 69302 51348 42222
"9352" 5328 4189 8903 4782 5784 8060
"10907" 1814 2382 5480 2865 3058 4239
"54957" 1002 566 835 569 278 756
"7296" 4827 5435 5490 1944 5723 7429
"10587" 1157 1352 2496 1072 1293 3113
"7295" 6692 11704 18040 7813 8301 11104
"7297" 3759 2903 6520 3881 3732 6275
"1890" 339 5514 10172 2314 3156 8035
"7298" 1886 977 2650 1391 1476 1473
"7301" 269 609 1160 215 667 973
"7305" 437 1728 2092 1671 2255 4536
"7306" 4 168 26 4 12 131
"219743" 1728 3711 3953 3109 2800 2674
"441250" 352 489 657 386 371 1306
"55253" 1567 2855 3590 2027 1965 3128
"127253" 1747 2665 3568 963 1444 2622
"199746" 336 391 650 436 413 475
"7307" 5105 5445 7929 4120 4021 6124
"11338" 9444 9629 17404 13040 10379 14856
"55075" 4958 9543 10690 3579 4133 12854
"91373" 747 1477 1555 927 2316 1683
"6675" 6568 7513 15013 11463 4365 6882
"7317" 18887 26572 54324 22362 26438 42688
"10054" 7215 10755 13025 7498 6456 9544
"9039" 3490 5554 7457 3115 3740 3793
"7311" 33485 23653 50376 34342 22316 31842
"79876" 2705 4379 4366 2168 2696 5557
"55236" 3917 5534 5185 2686 4021 6469
"7318" 825 4012 3540 1330 4017 2460
"10422" 1873 3224 4404 2372 1689 3549
"337867" 4890 5680 8691 4804 6204 9484
"51271" 3646 9262 8415 3579 4026 7934
"9898" 12191 21125 42628 15644 10753 18421
"55833" 3797 7456 8145 3008 4027 6417
"53347" 3 65 131 156 30 51
"84959" 542 510 425 242 227 625
"7314" 42414 48091 96214 52706 68768 61629
"7316" 107939 259315 273391 172178 138655 259409
"10537" 8 6511 570 1549 259 372
"7319" 2886 5763 8053 4296 4985 12537
"7320" 3452 6899 7040 3284 7022 5550
"11065" 465 1564 3029 1380 754 836
"7321" 1211 2525 2305 1541 982 2740
"7322" 4825 9016 11406 6080 6107 7524
"7323" 16058 28370 36022 16537 18896 29358
"51619" 532 923 1427 1103 952 1798
"7324" 4189 7073 9832 3650 3625 7382
"7325" 1506 1525 1907 656 1170 2844
"10477" 7897 2538 5008 2125 3610 8808
"140739" 1236 4430 3380 1692 5935 2390
"7326" 4704 5328 6911 3851 5446 7049
"7327" 4772 7457 8591 3830 5294 7443
"7328" 4336 11729 15855 6348 9229 11552
"7329" 6386 8414 14380 7483 11865 9714
"51465" 5968 9097 8240 5881 5052 12084
"118424" 1880 2108 4954 2705 3063 3491
"3093" 6297 13024 14143 6464 8055 14128
"7332" 5175 7654 15233 7872 7552 14753
"9246" 399 8119 8795 6144 6846 8110
"606551" 89 125 186 179 118 177
"9040" 1995 3863 5924 3931 3190 4855
"389898" 5 11 83 20 14 13
"7334" 5522 8276 11730 5138 8113 10724
"63893" 3400 4099 6549 2771 2644 5261
"55585" 7250 13190 15556 7199 5113 9189
"388165" 273 252 302 112 180 304
"92912" 3700 7000 10149 2763 4626 13212
"134111" 254 242 350 90 117 719
"54926" 6540 18234 17521 7917 7513 14518
"27338" 1169 1756 4019 1287 1105 1420
"29089" 327 719 3138 731 513 875
"7335" 8495 12712 13804 9117 7208 15398
"7336" 2055 4578 5086 2529 3700 3688
"55284" 1836 4846 4607 1480 4454 3422
"65264" 8172 14083 17994 8056 9786 22056
"7337" 8115 15341 16645 4722 8409 12409
"89910" 3287 8250 6228 3078 6440 8454
"9690" 6724 8915 13899 6309 7450 13748
"9354" 6073 7123 7641 5401 6714 9001
"10277" 6551 3884 10667 3460 4774 6719
"56061" 6524 7443 13391 5509 13971 9724
"29914" 2538 2137 4644 2944 2096 2669
"5412" 3798 6096 9271 5118 11809 18109
"8266" 2869 4110 6173 4964 3363 10298
"164153" 22 12 9 10 6 4
"59286" 2346 5349 11575 7653 6849 9022
"84993" 2513 2865 6173 2269 3030 4243
"134510" 3296 3166 3198 1734 1772 3376
"29855" 5533 6524 11888 5248 13470 12712
"254048" 4138 5217 6549 3162 2922 5319
"22888" 1336 2303 2557 1660 1140 2495
"7342" 6081 9787 18699 3450 10364 12639
"29979" 9051 18608 22478 7380 12599 20496
"29978" 3864 6667 8320 3845 3686 8630
"56893" 5392 6648 27506 9258 5832 8403
"143630" 28 55 52 12 19 56
"197131" 2513 5868 6061 1639 3494 7286
"23304" 3692 6603 7267 2585 4181 6051
"130507" 4701 7945 6952 2662 4472 9451
"23352" 18738 13363 29576 8225 15830 22053
"51366" 10526 19059 31728 8188 17773 23875
"55148" 4409 7509 9643 4311 5117 9120
"80019" 865 1207 1892 753 1984 2388
"92181" 4771 5242 8223 3566 3754 8443
"642623" 4 8 20 16 8 16
"7343" 12372 12738 23965 11353 13744 23114
"127733" 82 845 5272 3137 2192 1005
"91544" 813 856 2763 1076 969 690
"51035" 6567 3877 7878 5713 5933 6922
"165324" 1066 1539 1699 802 966 1834
"137886" 3312 4675 6302 2997 4774 5148
"23190" 10187 19605 22292 10139 12040 22695
"80700" 5113 4422 11433 7273 5740 10036
"26043" 2637 2277 3503 498 1112 4038
"7993" 351 1077 1383 348 345 1558
"652995" 81 33 141 27 213 29
"7345" 156 532 302 201 317 1504
"7347" 1249 1058 1700 1101 1522 1990
"51377" 1618 1695 5118 1838 1195 4186
"83549" 1803 2499 4094 2282 2334 3595
"7371" 1492 2408 3780 1394 582 1742
"54963" 1400 1920 2130 1342 1631 1479
"90226" 280 47 35 17 12 127
"7349" 27 28 38 35 51 16
"7350" 0 55 7 2 6 0
"7351" 751 16201 18482 22223 6857 27083
"7352" 125 105 63 55 66 62
"55293" 848 2084 3135 816 1850 3241
"51506" 6251 12793 23187 14577 6384 10820
"7353" 3009 2914 6101 3119 3210 5948
"51569" 5699 6337 8293 4636 6765 8725
"402682" 38 71 246 131 73 173
"55325" 2237 2927 3997 1775 2412 3964
"7357" 605 8812 6536 877 2776 2547
"7358" 4388 9567 12264 15597 4160 22409
"56886" 8433 10767 19744 6223 8027 21259
"55757" 2030 2421 2785 1427 1414 3171
"7360" 13308 8869 12841 5909 5775 16571
"54575" 7 12 21 6 10 16
"54658" 18 10 10 6 20 18
"54659" 0 2 0 0 0 0
"54657" 0 0 0 0 0 0
"54578" 13 17 11 6 16 18
"54577" 0 0 0 0 0 0
"54576" 0 3 0 0 1 0
"54600" 1 4 0 1 1 1
"10941" 9 6 13 4 8 14
"79799" 0 2 2 1 3 1
"7365" 0 7 0 2 36 52
"10720" 68 139 26 61 2350 2630
"7366" 17 175 707 242 3348 460
"54490" 39 107 10 11 189 212
"7363" 16 91 15 16 28 35
"7364" 13 4 6 0 6 9
"133688" 4 17 2 0 1 0
"167127" 248 17 26 10 4 22
"7368" 1840 543 747 343 380 862
"127933" 2275 5102 7749 785 1945 3993
"23074" 1978 3062 3991 1077 1646 4715
"54887" 1991 4731 7882 1850 3789 5768
"29128" 1313 1144 4953 3244 1823 1681
"115426" 2166 2769 4464 1395 1839 3253
"51720" 2452 2095 2766 1127 1145 2218
"80329" 134 114 83 30 39 164
"80328" 60 105 76 17 21 76
"79465" 252 207 211 99 97 193
"8408" 3411 5455 6143 2036 3921 7984
"9706" 2824 3202 3447 1345 2531 4914
"25989" 2065 2339 4291 1709 2211 2969
"54986" 244 922 944 410 557 1098
"89766" 42 36 30 62 32 12
"7369" 0 38 38 44 62 6
"7372" 2460 3388 4802 2905 2350 3173
"84747" 5620 2470 5458 1616 2855 5283
"9094" 1079 1984 4154 1666 2381 2169
"23025" 31 87 64 35 41 46
"10497" 2968 10055 14809 1802 5628 11586
"440279" 9 0 11 18 4 16
"201294" 581 777 1476 842 3162 3516
"55898" 5098 9831 15574 12483 6629 12740
"146862" 2 10 19 18 14 15
"25972" 1778 3059 3516 1517 3000 3563
"90249" 2 146 621 479 362 415
"219699" 997 8976 9361 4581 7246 31210
"222643" 138 442 578 51 106 82
"8633" 589 463 512 144 132 1873
"137970" 297 13 15 2 1 12
"285175" 532 736 566 335 429 532
"54346" 0 0 1 3 0 0
"81622" 953 3817 4500 2042 3631 3451
"7374" 2929 5797 4390 2106 3881 4951
"64718" 1403 1473 2206 1062 1360 2099
"85451" 3297 2644 4477 2085 2032 4805
"391051" 1 4 6 10 4 4
"51733" 56 23 17 48 10 29
"5976" 9471 11631 16128 9701 9475 15186
"26019" 3662 5823 10052 3128 3071 5018
"65110" 3244 2992 4810 3154 4272 4441
"65109" 792 847 1364 771 480 1187
"11045" 3 163 772 1817 87 7
"7348" 97 127 130 48 81 140
"7379" 30 8 9 8 86 25
"7380" 10 21 403 299 21 629
"100134938" 561 593 1561 304 895 1437
"80761" 182 64 94 84 153 86
"7378" 206 429 603 229 196 466
"151531" 4 11 22 19 7 10
"139596" 885 1649 1897 911 867 1740
"29796" 1612 2851 7762 4491 3649 6027
"10975" 2213 2999 8508 5389 4485 8222
"7381" 10855 11675 19433 9673 13882 14262
"7384" 8493 9683 17041 6097 13360 8651
"7385" 12831 12455 26570 10268 21514 13812
"7386" 4532 5810 8230 5793 5011 7279
"440567" 768 416 903 922 420 543
"7388" 8151 4012 10866 9011 4577 6576
"27089" 2510 6059 15708 8465 6275 6969
"9875" 6233 4373 7581 3272 4801 6055
"9816" 1841 1513 4201 1648 1079 2467
"55665" 2615 4026 5995 2984 2422 4921
"81605" 2245 4022 7256 2969 3609 5981
"7389" 3052 3001 7357 4158 4339 5635
"7390" 1460 2830 4419 2961 3109 4503
"55850" 1332 1068 2026 1641 1115 1204
"7391" 1572 6378 7652 3137 2825 3606
"7392" 4235 7433 14806 9084 7455 9631
"10083" 4 11 52 9 1 4
"124590" 42 32 34 18 37 1
"7399" 11 16 30 8 7 10
"83878" 148 348 395 207 216 327
"84833" 1672 3915 3917 3669 2595 3079
"8615" 9600 10281 14209 6307 6554 12997
"9100" 6506 6542 8711 4941 3836 6297
"8237" 9328 5243 9930 4679 4641 9072
"219333" 1135 1277 1935 636 1272 2324
"8975" 2599 4177 3109 970 2300 3119
"9097" 4530 6676 11657 4914 5497 10706
"9958" 2531 4180 4004 2549 2700 3738
"10600" 4092 6032 6312 2819 3582 4883
"377630" 7 3 5 4 2 5
"11274" 863 2539 1923 962 1039 1036
"10869" 5946 6457 10615 2854 5822 5749
"7398" 5765 4516 8529 4566 3947 5972
"10868" 2130 2662 4200 1986 2806 3662
"27005" 1645 3193 5726 3230 1737 2835
"23326" 25788 14362 31688 13656 16796 36577
"23358" 5837 7521 9980 4648 5223 8321
"29761" 3358 5177 4670 2205 3463 5502
"83844" 3 5 20 11 11 6
"389856" 500 796 995 496 221 651
"57646" 1951 2387 2726 2811 1886 2487
"57663" 7 8 12 3 4 7
"9099" 251 305 344 521 706 125
"84749" 1920 2747 2094 1306 1591 2689
"57478" 2188 4034 4514 1588 1696 3853
"84669" 4387 10455 14410 3496 3798 11009
"23032" 5150 10746 9605 3168 5224 11071
"9736" 15582 15150 23738 8402 12388 20714
"57558" 304 579 2340 588 857 967
"57602" 4236 4549 7640 3485 3776 7532
"57695" 2547 3931 6052 1255 2492 3595
"84640" 2781 5537 5908 2988 3044 7282
"10713" 3375 5056 9705 4944 5133 6891
"9960" 1834 2834 4596 1129 1902 2934
"55230" 3112 4363 5893 2675 4168 5687
"84132" 2030 2523 2631 1478 950 2387
"124739" 557 754 1263 577 664 349
"84101" 117 38 70 26 11 59
"85015" 612 1503 772 556 479 1014
"64854" 2088 3681 5582 1533 1967 3877
"55031" 6987 12280 14492 5411 7636 13855
"84196" 4030 5149 7211 4994 5270 4826
"25862" 230 123 172 61 75 157
"7375" 5255 7197 9874 3627 6920 6728
"373509" 13 9 13 6 11 6
"158880" 189 385 502 139 101 410
"54532" 2813 4612 5523 3615 4314 4721
"159195" 10431 5212 8650 5255 3515 11920
"8078" 4556 7016 14084 7443 8556 12657
"9712" 2985 2037 3878 2046 2290 2996
"9098" 992 454 460 215 232 300
"7874" 10667 16102 28233 12261 27381 21068
"9101" 6590 8069 9980 2335 4472 7660
"8239" 13907 21202 30252 11003 14108 31777
"10208" 2136 1402 1874 1390 1389 2336
"10090" 857 1336 849 319 476 1800
"51118" 2634 1908 3781 2638 2092 3229
"10813" 2500 2256 4392 2814 1526 3613
"9724" 4947 5901 9005 3406 5351 9381
"84135" 1442 1742 2313 1089 1248 1710
"51096" 2328 3483 5517 1974 2521 4140
"27340" 4810 3848 7508 1282 2093 5502
"84294" 2248 3007 3659 1774 2614 3462
"57050" 2645 3669 4047 2402 1956 3561
"55813" 2801 2951 4584 1993 2285 4486
"7402" 18763 14499 14335 7681 7677 20941
"10911" 98 112 252 68 28 150
"7404" 24 34 52 21 27 39
"7405" 1569 4365 3868 2086 2037 3836
"80146" 2575 3522 4143 1853 4202 4703
"8409" 4473 2840 5127 3752 2653 3680
"55697" 3034 2806 4225 2479 2677 4412
"6843" 236 876 983 501 666 1047
"6844" 5304 5843 7551 4059 6039 6488
"9341" 5587 7665 17195 6306 7203 10595
"8674" 961 2357 3773 1365 1193 2588
"10791" 305 1116 1673 1334 1216 1904
"6845" 3552 4556 7224 4037 3266 12637
"8673" 2534 11804 14284 7216 16371 8708
"81839" 3828 3823 5963 1878 2816 5501
"57216" 4921 2513 14087 5610 338 4072
"9218" 10354 11213 22059 12673 14503 20471
"9217" 3763 7054 8387 2870 4035 6790
"57176" 2226 2792 5729 2059 1694 3705
"7407" 7015 5948 13697 6153 5389 10075
"22846" 1914 2640 4174 1134 1822 7343
"79805" 1118 337 709 747 267 697
"114990" 2870 1164 2639 1324 1147 2302
"7408" 3922 7968 9912 7824 8373 11401
"57687" 0 88 140 6 36 94
"10493" 7892 20955 36072 13119 13391 40109
"7409" 186 590 514 458 679 1149
"7410" 2931 7285 9517 3225 10397 11448
"10451" 3973 13167 27159 22615 23320 15907
"25806" 287 80 60 145 124 9
"7411" 2509 4229 4695 2579 2570 5116
"7412" 1035 3058 4243 1405 1999 8461
"1462" 183386 53737 93133 22278 36873 328889
"7414" 27068 26612 28804 11656 12034 39708
"80124" 2393 4370 6984 2918 6667 5573
"7415" 19133 44831 49362 20531 29970 57426
"425054" 6 0 3 2 0 4
"7416" 9585 22983 24895 16252 21247 28206
"7417" 9452 19344 17478 11836 9024 11720
"7419" 5650 7524 13800 2541 10266 8608
"7421" 1218 3385 7155 5869 3407 8244
"7422" 1398 7993 6226 3325 1464 5570
"7423" 2175 4556 6016 5025 6467 9437
"7424" 163 1213 1157 326 463 2004
"27287" 108 130 137 76 133 275
"79674" 770 96 257 46 1087 562
"7716" 7150 8117 11902 4014 5902 11055
"55591" 3620 8957 10382 3746 3926 10604
"7425" 2 10 5 6 11 2
"51442" 1037 32 117 10 559 240
"389136" 1706 2140 1423 681 646 6764
"9686" 10074 9350 12113 3663 6950 16643
"7428" 4217 4723 6117 2262 3469 6285
"7429" 14 107 79 16 22 15
"50853" 441 401 1057 503 645 949
"7431" 170178 92955 110759 55963 64864 227274
"7433" 1546 1789 2223 1335 1839 2335
"7434" 172 200 425 249 129 143
"7432" 0 24 6 3 0 7
"5212" 21203 351 420 424 24 68
"154807" 4939 8661 9106 5176 4773 9215
"79001" 3193 3802 10005 4140 5516 9740
"7436" 1951 1291 1894 375 1055 1737
"203547" 3224 4739 5138 3358 4055 9943
"400673" 414 353 860 652 951 812
"284013" 24 22 64 54 108 205
"57191" 14 122 44 35 19 14
"317701" 33 14 29 24 31 30
"8876" 76 183 74 130 73 216
"8875" 28 51 37 102 80 86
"55350" 0 4 1 0 4 0
"81552" 1773 8936 12460 8839 5353 19228
"9730" 4221 6174 8145 2327 3918 4214
"29802" 18 12 25 17 254 14
"55823" 3587 4340 5727 4123 6069 5262
"23230" 2833 4142 5143 1865 2033 4142
"157680" 4730 8109 8238 3305 8775 8995
"54832" 4996 8966 12010 2944 6616 14408
"55187" 10763 8015 14446 6031 10267 11405
"64601" 2388 4133 6966 3202 4077 7238
"57617" 1429 3767 5706 1883 3347 5864
"84313" 3108 4909 7836 4410 4959 7569
"9559" 5162 10416 9743 5614 5035 8129
"112936" 4978 4703 7756 6272 5070 8205
"51160" 3649 8453 12442 7598 15056 9402
"51699" 2073 4651 3683 2477 3893 4936
"65082" 1959 2957 2946 1897 2759 3553
"26276" 1261 1900 1825 2721 1259 1966
"55737" 10485 12456 18139 8955 38362 28558
"51028" 6566 4346 6114 3251 4345 5200
"137492" 1986 4699 6889 1760 1315 4406
"79720" 5890 2057 2852 2462 2385 3767
"55048" 1738 3524 3025 4120 4373 5983
"155382" 317 288 588 257 426 261
"23339" 7128 10250 11810 3557 9234 12459
"27072" 4683 6426 6817 3579 3553 6647
"11311" 2538 5813 7562 3165 3463 3998
"27183" 5362 5301 7604 3773 3846 7573
"9525" 5935 5722 11628 4640 6311 10886
"6293" 3597 7447 9915 5555 7432 9556
"55275" 7993 4711 5202 2585 4375 5812
"51542" 3062 2911 4359 1601 1934 4154
"6944" 2389 5193 8692 3848 2848 4019
"23355" 2369 4369 5258 1897 3418 7270
"7443" 803 1251 2179 1116 857 899
"7444" 1780 2484 3067 1408 1620 2599
"51231" 1612 3105 4282 3053 2092 3509
"147645" 178 152 114 142 49 109
"54621" 1285 3164 1927 438 1381 1596
"340547" 245 440 410 235 244 1893
"23584" 341 178 220 73 819 42
"11326" 400 586 624 531 386 1435
"391123" 24 12 36 28 24 17
"7447" 996 519 942 217 170 1386
"284415" 0 0 4 1 2 16
"222008" 0 225 197 424 1190 1
"128434" 274 232 21 830 4870 24
"30813" 1 4 15 8 2 2
"338917" 4 8 0 0 6 0
"51534" 3794 5405 4737 3098 4955 6248
"79679" 19949 4340 13003 6040 42109 37369
"143187" 1636 2331 2810 1554 1625 2984
"10490" 2237 5394 7089 3621 3261 9423
"7448" 11 40 31 15 35 10
"64856" 1266 7402 9771 6132 3960 11834
"340706" 570 1073 2445 356 1035 515
"146177" 5 39 20 29 84 12
"200403" 41 46 63 49 112 17
"4013" 1899 3252 4011 1277 1648 5528
"127731" 104 113 148 74 62 113
"90113" 10 56 11 12 24 5
"375567" 4 4 0 8 12 11
"220001" 84 17 32 33 56 39
"221806" 634 79 91 265 7 312
"7450" 5232 23604 24368 19839 12293 17092
"51322" 10683 18823 35796 10721 12010 18154
"23063" 5769 10289 12716 6631 7136 10529
"10352" 2389 1333 3039 628 1250 1676
"7453" 4217 10072 11713 7631 5938 8735
"8936" 1017 1370 1003 312 454 1801
"10163" 22029 12661 38420 11124 13164 27305
"10810" 1716 560 1042 447 301 1225
"375260" 804 1118 1320 1022 1143 1310
"374666" 1078 1463 1547 1297 1331 1355
"375690" 916 1459 1558 1334 1549 1409
"653635" 2316 2902 3172 2486 2909 2967
"8976" 5900 11628 13511 7565 7568 16099
"7454" 142 424 622 712 631 891
"441818" 26 50 86 35 32 55
"51729" 6823 11894 17956 10781 9972 11994
"23559" 2590 4909 11083 5226 6018 5639
"164684" 122 65 65 61 95 31
"23558" 5458 10955 13790 4765 8266 12731
"11193" 1288 1154 1390 872 863 1546
"51186" 2860 3992 8142 2867 1005 6871
"81554" 2450 3596 5190 3207 2995 5210
"64409" 837 194 251 139 14 59
"114049" 3764 5555 7937 5605 5060 7984
"155368" 46 548 694 682 367 111
"135886" 1 24 45 11 9 3
"57590" 2973 8658 9494 3526 6034 10913
"115825" 1971 828 1609 701 817 1386
"23001" 7232 9268 11641 3198 5615 10670
"57705" 137 961 598 668 1452 1315
"11169" 1029 1097 2576 765 838 1567
"55717" 4928 5932 6386 3590 3742 6478
"55759" 1563 1895 3148 1599 1159 1628
"64743" 4432 3375 6310 5897 3792 7192
"116966" 221 603 486 133 123 250
"57418" 2059 1399 4741 2083 1820 3214
"57728" 1857 3357 3681 1366 2454 2767
"9948" 27040 27679 45994 24487 20075 48794
"91833" 1623 2765 3507 1654 1756 3017
"84219" 973 1249 3449 1776 3206 2669
"79446" 738 994 1544 1090 1027 1164
"80232" 10758 16494 33119 11806 15046 21447
"253769" 1034 538 547 550 414 360
"114987" 483 403 862 130 574 697
"55339" 5182 6156 8711 3844 4169 7014
"89891" 3239 4089 10849 6739 9993 8424
"57539" 2964 3516 4870 1819 2355 3068
"134430" 3708 4297 5598 2767 2235 5394
"22884" 1822 2375 4858 1689 1527 3160
